Responsibility Key,Responsibility,Requirement Key,Requirement,bert_score_precision,soft_similarity,word_movers_distance,deberta_entailment_score,bert_score_precision_cat,soft_similarity_cat,word_movers_distance_cat,deberta_entailment_score_cat
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",0.pie_in_the_sky.0,"MBA or graduate degree in a management, technical, or engineering field",0.8172221183776855,0.15282224118709564,4.795831523312719,0.05060304328799248,Medium,Low,Medium,Low
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",0.pie_in_the_sky.1,"Knowledge of the Machine Learning and Artificial Intelligence market landscape, ideally with a focus on developer tooling",0.8406854867935181,0.20812945067882538,5.196152422706632,0.0012240837095305324,Medium,Medium,Medium,Low
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",1.down_to_earth.0,"11 years of experience in management consulting, product management and strategy, or analytics in a technology company",0.8380018472671509,0.29660892486572266,5.385164807134504,0.0004214169457554817,Medium,Medium,Medium,Low
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",1.down_to_earth.1,"Experience working with and analyzing data, and managing multiple cross-functional programs or projects",0.8287657499313354,0.29343223571777344,5.0990195135927845,0.04815622419118881,Medium,Medium,Medium,Low
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",1.down_to_earth.2,Experience with performing market analysis and developing competitive intelligence,0.8258360028266907,0.2834358811378479,4.795831523312719,0.17341919243335724,Medium,Medium,Medium,Low
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",1.down_to_earth.3,Ability to manage executive stakeholders and communicate with a highly technical management team,0.8464140295982361,0.2675277888774872,5.0,0.005443396046757698,Medium,Medium,Medium,Low
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",1.down_to_earth.4,"Ability to form and refine hypotheses, gather supporting data, and make recommendations",0.8294726610183716,0.12063466757535934,4.898979485566356,0.036552466452121735,Medium,Low,Medium,Low
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",1.down_to_earth.5,"Excellent problem solving and analysis skills, including opportunity identification, market segmentation, and framing of complex/ambiguous problems",0.8162370920181274,0.19657805562019348,5.477225575051661,0.0058907074853777885,Medium,Low,Medium,Low
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",2.other.0,English proficiency is a requirement for all roles unless stated otherwise in the job posting,0.8235018253326416,0.15880805253982544,4.795831523312719,0.0010175482602789998,Medium,Low,Medium,Low
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",2.other.1,"Work across Program Management teams and our partners (engineering, UX, Customer Experience, TPM, Marketing, Developer Relations, etc.) to help shape the future of AI at Google",0.8446339964866638,0.33898985385894775,5.916079783099616,0.028475670143961906,Medium,Medium,Medium,Low
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",2.other.2,Leverage first party and third party market data to build assets and programs that surface valuable insights to our business stakeholders and help inform product roadmaps,0.8557024002075195,0.3567725419998169,5.744562646538029,0.013899371959269047,High,Medium,Medium,Low
0.responsibilities.0,"Provided strategic insights to a major global IT vendor, optimizing their service partner ecosystem in Asia Pacific for improved local implementation outcomes.",2.other.3,"Identify gaps in the existing data and engage in original research to fill these gaps, utilizing third party vendors and tooling where appropriate. Create ongoing cadences to enable research distribution and actionable recommendations (e.g. newsletters, dashboards, exec reviews, etc.)",0.8228855133056641,0.33330464363098145,6.855654600401044,0.017781691625714302,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,0.pie_in_the_sky.0,"MBA or graduate degree in a management, technical, or engineering field",0.8195508718490601,0.24022738635540009,4.69041575982343,0.06532320380210876,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,0.pie_in_the_sky.1,"Knowledge of the Machine Learning and Artificial Intelligence market landscape, ideally with a focus on developer tooling",0.8252819776535034,0.2498035579919815,5.291502622129181,0.016337895765900612,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.0,"11 years of experience in management consulting, product management and strategy, or analytics in a technology company",0.8336870670318604,0.3040940761566162,5.291502622129181,0.0009546544752083719,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.1,"Experience working with and analyzing data, and managing multiple cross-functional programs or projects",0.8255743384361267,0.1813950538635254,5.196152422706632,0.13508255779743195,Medium,Low,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.2,Experience with performing market analysis and developing competitive intelligence,0.8262200951576233,0.31114476919174194,4.898979485566356,0.26075485348701477,Medium,Medium,Medium,Medium
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.3,Ability to manage executive stakeholders and communicate with a highly technical management team,0.8392523527145386,0.16189539432525635,5.0990195135927845,0.008111892268061638,Medium,Low,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.4,"Ability to form and refine hypotheses, gather supporting data, and make recommendations",0.8247349262237549,0.15043260157108307,5.0,0.12256565690040588,Medium,Low,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,1.down_to_earth.5,"Excellent problem solving and analysis skills, including opportunity identification, market segmentation, and framing of complex/ambiguous problems",0.8154844045639038,0.22966283559799194,5.5677643628300215,0.015621596947312355,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,2.other.0,English proficiency is a requirement for all roles unless stated otherwise in the job posting,0.8225706815719604,0.11249524354934692,4.898979485566356,0.0010767449857667089,Medium,Low,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,2.other.1,"Work across Program Management teams and our partners (engineering, UX, Customer Experience, TPM, Marketing, Developer Relations, etc.) to help shape the future of AI at Google",0.8332394361495972,0.29166096448898315,5.830951894845301,0.08690935373306274,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,2.other.2,Leverage first party and third party market data to build assets and programs that surface valuable insights to our business stakeholders and help inform product roadmaps,0.8493781089782715,0.31354641914367676,6.0,0.01928267441689968,Medium,Medium,Medium,Low
0.responsibilities.1,Assisted a U.S.-based international services provider in its growth strategy by precisely evaluating and scaling new engineering service opportunities in vital emerging markets.,2.other.3,"Identify gaps in the existing data and engage in original research to fill these gaps, utilizing third party vendors and tooling where appropriate. Create ongoing cadences to enable research distribution and actionable recommendations (e.g. newsletters, dashboards, exec reviews, etc.)",0.8247256278991699,0.31009870767593384,6.928203230275509,0.05193372070789337,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",0.pie_in_the_sky.0,"MBA or graduate degree in a management, technical, or engineering field",0.8251210451126099,0.3590273857116699,5.291502622129181,0.07981694489717484,Medium,Medium,Medium,Low
0.responsibilities.2,"Co-authored an industry-recognized report on M&A in the engineering services sector, offering deep dives into deal sizes, capability gaps, and emerging opportunities, influencing strategic decisions in IT and operational technology convergence.",0.pie_in_the_sky.1,"Knowledge of the Machine Learning and Artificial Intelligence market landscape, ideally with a focus on developer tooling",0.8377398252487183,0.31620582938194275,5.830951894845301,0.06887359917163849,Medium,Medium,Medium,Low
